,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
1019,5340274,t,1,within an hour,4,f,2,Delridge,House,Private room,47.55043942,-122.3722952,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Wide entryway"",""Handheld shower head""}",15,1,1125,t,moderate,50
1241,6603376,t,1,within an hour,1,f,8,Lake City,House,Entire home/apt,47.70109135,-122.2753063,4,2.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Accessible-height toilet"",""Handheld shower head""}",145,1,100,f,strict_14_with_grace_period,240
3576,16602857,t,1,within an hour,1,t,10,Lake City,House,Entire home/apt,47.70365421,-122.2756283,8,2.5,4,7,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Fireplace guards"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",195,3,29,t,strict_14_with_grace_period,300
2082,10529088,t,1,within an hour,2,t,6,Other neighborhoods,Guest suite,Entire home/apt,47.66089035,-122.3373148,4,1,2,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Outlet covers"",Bathtub,""High chair"",""Stair gates"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway"",""Handheld shower head"",""Fixed grab bars for shower""}",80,2,28,f,moderate,142
276,1097520,f,1,within a few hours,1,t,2,Rainier Valley,Guest suite,Entire home/apt,47.56904276,-122.282822,2,1.5,1,1,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,""Private entrance"",""Hot water""}",50,2,365,f,strict_14_with_grace_period,92
7646,28965495,f,1,within an hour,1,f,4,Other neighborhoods,Guest suite,Entire home/apt,47.68802281,-122.339723,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware""}",55,1,7,t,moderate,120
6951,26415408,t,1,within an hour,2,f,2,Other neighborhoods,Guest suite,Entire home/apt,47.68157231,-122.2914455,1,1,0,1,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Patio or balcony"",""Long term stays allowed""}",45,1,30,t,moderate,42
8246,31435049,f,1,within an hour,123,f,5,Queen Anne,Apartment,Entire home/apt,47.62327436,-122.362515,1,1,1,3,Real Bed,"{Wifi,Kitchen,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",40,1,14,t,strict_14_with_grace_period,110
497,2396734,t,1,within an hour,2,t,8,Ballard,Loft,Entire home/apt,47.67639621,-122.3896959,8,1,4,4,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed""}",100,2,1125,t,moderate,100
7711,29215918,f,1,within an hour,1,f,1,Queen Anne,Apartment,Entire home/apt,47.6275835,-122.3564735,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Hot water""}",0,1,1125,t,flexible,150
1895,9364302,f,0,a few days or more,1,t,6,Seward Park,House,Entire home/apt,47.56232975,-122.2693539,4,2,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,Crib,""Hot water"",Other}",80,3,1125,f,strict_14_with_grace_period,300
1954,9634448,t,1,within an hour,1,t,6,Downtown,Serviced apartment,Entire home/apt,47.60893109,-122.3402823,2,2,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",Bathtub,""High chair"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Step-free access"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Step-free access"",""Full kitchen""}",115,4,30,f,strict_14_with_grace_period,357
847,4352184,f,0.92,within an hour,51,t,5,University District,Apartment,Entire home/apt,47.65704999,-122.3159775,2,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance"",Bathtub,""Hot water"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",Oven,Stove,""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Firm mattress"",Other,""Paid parking on premises""}",75,2,1125,f,moderate,145
2196,11238611,t,1,within an hour,1,t,3,Rainier Valley,Guest suite,Entire home/apt,47.56165507,-122.291061,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",Other}",40,2,20,f,moderate,95
7901,29925083,t,1,within an hour,4,t,4,Beacon Hill,House,Entire home/apt,47.5274413,-122.2886159,2,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Pets live on this property"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance""}",15,2,10,t,moderate,100
8080,30593808,f,0.99,within an hour,521,f,3,Downtown,Apartment,Entire home/apt,47.60951436,-122.3400768,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock""}",89,2,1125,t,strict,119
7826,29628945,t,1,within an hour,2,f,6,Queen Anne,Apartment,Entire home/apt,47.63538215,-122.3668665,4,1,2,3,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",55,2,1125,t,moderate,200
7345,27896764,t,1,within an hour,5,f,11,Central Area,House,Entire home/apt,47.62384986,-122.2919664,6,2,3,5,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Wide doorway"",""Accessible-height toilet"",""Wide entryway"",Other}",150,1,180,t,flexible,250
7742,29266015,f,0.98,within an hour,8,f,4,Queen Anne,Apartment,Entire home/apt,47.62438524,-122.3497835,2,1,1,2,Real Bed,"{Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water""}",50,2,29,t,flexible,99
7520,28466215,t,1,within an hour,3,f,4,Lake City,Apartment,Entire home/apt,47.72131719,-122.3116454,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Extra pillows and blankets"",""Ethernet connection"",""Luggage dropoff allowed"",""Long term stays allowed""}",50,2,30,f,moderate,100
4966,20982087,t,1,within an hour,1,f,3,Capitol Hill,Apartment,Entire home/apt,47.62108978,-122.3106921,2,1,1,0,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets""}",85,2,1125,f,moderate,110
2123,10868101,t,1,within an hour,1,t,1,Beacon Hill,Townhouse,Private room,47.59095027,-122.3154451,1,1,1,1,Pull-out Sofa,"{TV,Wifi,""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Garden or backyard"",""Luggage dropoff allowed"",Other}",20,2,8,f,moderate,38
5275,21650542,f,1,within an hour,123,f,2,Central Area,Apartment,Entire home/apt,47.6149557,-122.310817,1,1,0,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",40,1,21,t,strict_14_with_grace_period,110
5253,21608943,t,1,within an hour,1,t,3,Beacon Hill,Guest suite,Entire home/apt,47.56336549,-122.3159756,1,1,1,1,Real Bed,"{TV,Wifi,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",0,1,12,t,flexible,75
5843,22808109,t,1,within an hour,3,t,2,Central Area,Guest suite,Entire home/apt,47.60074918,-122.3047566,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Baby monitor"",""Outlet covers"",""Children’s books and toys"",""Babysitter recommendations"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Long term stays allowed""}",35,1,180,t,strict_14_with_grace_period,90
7513,28443715,f,1,within a day,1,t,3,Capitol Hill,Apartment,Entire home/apt,47.61508538,-122.3286236,1,1,1,1,Real Bed,"{""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Hot water"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",Other}",50,3,28,t,flexible,180
544,2710274,f,1,within an hour,2,t,2,Other neighborhoods,Cottage,Private room,47.65809327,-122.3317165,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets allowed"",Cat(s),""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Long term stays allowed""}",20,1,1125,f,moderate,55
4171,18756184,f,0.75,within a day,1,f,5,Other neighborhoods,Townhouse,Entire home/apt,47.65306872,-122.3542453,4,2.5,3,3,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",85,1,30,f,moderate,180
8302,31644798,f,0.88,within an hour,2,f,3,Capitol Hill,Apartment,Entire home/apt,47.61810139,-122.3167546,2,1,0,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Pets allowed"",Elevator,Heating,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water""}",25,1,90,f,moderate,100
7042,26789311,f,1,within an hour,123,f,2,Cascade,Apartment,Entire home/apt,47.62463429,-122.3313625,1,1,0,1,Real Bed,"{TV,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",50,1,21,t,strict_14_with_grace_period,60
3065,14425157,f,0.99,within an hour,1276,f,6,Downtown,Apartment,Entire home/apt,47.60521414,-122.3378786,1,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",109,1,29,t,strict_14_with_grace_period,999
4829,20626196,t,1,within an hour,10,f,3,Capitol Hill,Apartment,Entire home/apt,47.61728363,-122.326214,2,1,1,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Kitchenette}",50,1,1125,t,moderate,200
6717,25524991,t,1,within an hour,2,t,4,Other neighborhoods,Townhouse,Entire home/apt,47.66199007,-122.3527849,2,2.5,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide entryway"",""Handheld shower head"",""Fixed grab bars for shower"",""Roll-in shower""}",125,1,7,t,moderate,79
7035,26783184,f,0.99,within an hour,81,f,7,Ballard,Townhouse,Entire home/apt,47.67403094,-122.3769049,7,2.5,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",195,1,365,t,super_strict_30,155
3491,16220464,f,0.99,within an hour,521,f,3,Downtown,Apartment,Entire home/apt,47.61051663,-122.3288638,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Keypad,""Building staff"",""Private living room""}",89,2,1125,t,strict,189
1544,7773668,f,0.7,within a day,1,t,2,Capitol Hill,Apartment,Private room,47.61470301,-122.3285328,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Hot water"",Other}",40,1,30,f,strict_14_with_grace_period,79
2253,11525642,f,1,within an hour,13,t,2,Delridge,House,Private room,47.5368639,-122.3555671,1,1,1,1,Real Bed,"{Wifi,Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Luggage dropoff allowed""}",10,1,1125,t,flexible,34
2733,13476241,f,1,within a few hours,0,t,4,Other neighborhoods,Apartment,Entire home/apt,47.68802268,-122.3566483,2,1,0,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Long term stays allowed""}",50,2,60,f,moderate,110
520,2540201,f,1,within a day,1,t,2,Other neighborhoods,Apartment,Entire home/apt,47.67590017,-122.31441,1,1,2,2,Real Bed,"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Hot water"",""Host greets you""}",0,4,90,f,flexible,41
3591,16638438,f,1,within an hour,1,t,5,Beacon Hill,House,Entire home/apt,47.51552134,-122.2848312,2,1,2,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard""}",60,1,30,t,moderate,66
3673,17030061,t,1,within an hour,26,f,8,Other neighborhoods,House,Entire home/apt,47.68045597,-122.3008247,6,2,3,5,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Well-lit path to entrance""}",165,2,1125,t,moderate,245
7100,27034906,f,0.88,within a day,1,f,3,Other neighborhoods,Apartment,Entire home/apt,47.68058563,-122.3244858,1,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Hair dryer"",""Self check-in"",Lockbox,Microwave,Refrigerator,Dishwasher,""Cooking basics"",Oven,Stove}",35,2,1125,f,moderate,75
793,4038347,f,1,within an hour,2,f,1,Other neighborhoods,House,Private room,47.69627243,-122.3454262,1,1,1,1,Real Bed,"{Wifi,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,Essentials,Shampoo,Microwave,Refrigerator,""Garden or backyard""}",0,1,1125,t,moderate,48
