"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","num_amenities","total_nearby_landmarks"
25253289,"within a few hours",1,"f","t",1,"Queen Anne","Entire home/apt",2,2,1,0,1,"Real Bed",99,80,14,"t","strict_14_with_grace_period",1,48,4
158345,"within an hour",1,"t","t",1,"Ballard","Private room",2,2,1,1,1,"Real Bed",60,0,2,"t","moderate",1,44,0
22105429,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",275,89,2,"t","strict",0,24,5
26717692,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,4,1,1,2,"Real Bed",110,10,1,"t","flexible",1,23,0
24022914,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",2,3,1,1,1,"Real Bed",119,35,2,"f","strict_14_with_grace_period",1,31,0
10344631,"within an hour",1,"f","t",1,"Northgate","Private room",1,1,1,1,1,"Real Bed",59,7,1,"f","strict_14_with_grace_period",1,28,0
25269354,"within an hour",0.94,"t","f",4,"Beacon Hill","Private room",2,2,1,1,1,"Real Bed",99,45,1,"t","moderate",1,32,0
18794925,"within an hour",1,"t","t",7,"Central Area","Entire home/apt",13,12,2,4,8,"Real Bed",690,225,2,"t","strict_14_with_grace_period",1,42,0
17435798,"within an hour",1,"t","f",131,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",99,75,2,"t","moderate",1,35,5
16218478,"within a few hours",1,"t","t",8,"Central Area","Entire home/apt",2,3,1,1,2,"Real Bed",80,55,3,"f","moderate",1,38,0
21779729,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",1,6,2,3,3,"Real Bed",119,100,4,"f","moderate",1,49,0
12592316,"within a few hours",1,"t","t",8,"Central Area","Entire home/apt",2,2,1,0,1,"Real Bed",61,55,3,"f","moderate",1,35,0
20139362,"within an hour",0.86,"f","t",9,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",130,45,1,"t","flexible",1,16,0
4681885,"within a day",1,"f","f",2,"Other neighborhoods","Private room",2,2,1,1,1,"Real Bed",50,0,1,"f","flexible",0,26,0
25087100,"within an hour",1,"t","f",1,"Northgate","Entire home/apt",1,6,1,2,2,"Real Bed",125,60,2,"t","flexible",1,22,0
11552569,"within an hour",1,"t","t",9,"Downtown","Entire home/apt",1,6,2,2,4,"Real Bed",185,135,3,"t","moderate",1,24,3
28181607,"within an hour",1,"f","t",7,"Queen Anne","Entire home/apt",1,2,1,1,1,"Real Bed",75,55,1,"t","strict_14_with_grace_period",1,23,3
16325947,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",156,75,3,"f","strict_14_with_grace_period",1,18,3
25033197,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",4,4,1,1,2,"Real Bed",150,50,2,"t","moderate",1,23,0
22151240,"within an hour",0.99,"f","f",521,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",199,89,2,"t","strict",0,25,5
17256958,"within an hour",1,"t","t",2,"Capitol Hill","Private room",2,2,1.5,1,1,"Real Bed",49,20,3,"f","strict_14_with_grace_period",1,33,0
17585489,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",2,4,1,1,2,"Real Bed",94,35,2,"t","strict_14_with_grace_period",1,26,0
23124199,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,2,1,1,1,"Real Bed",250,0,1,"f","moderate",1,37,0
24657854,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",250,75,2,"t","flexible",1,36,3
2481189,"within a few hours",1,"t","t",2,"Queen Anne","Entire home/apt",1,6,2,3,4,"Real Bed",250,150,2,"f","strict_14_with_grace_period",1,36,1
7278583,"within an hour",1,"t","t",1,"West Seattle","Entire home/apt",5,7,2.5,3,4,"Real Bed",225,200,2,"f","strict_14_with_grace_period",1,25,0
30272303,"within a few hours",1,"f","t",2,"West Seattle","Entire home/apt",1,2,1,1,1,"Real Bed",169,100,5,"t","flexible",1,18,0
19140686,"within an hour",1,"f","f",1,"University District","Entire home/apt",2,2,1,0,1,"Real Bed",110,25,5,"t","moderate",1,22,0
20285016,"within an hour",1,"f","f",7,"Queen Anne","Entire home/apt",1,2,1,1,1,"Real Bed",129,60,1,"f","moderate",1,34,3
16678896,"within a few hours",1,"f","f",44,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",175,98,1,"f","strict_14_with_grace_period",1,22,4
27698134,"within an hour",1,"f","f",3,"Cascade","Entire home/apt",1,4,1,1,1,"Real Bed",124,79,1,"f","flexible",1,24,2
21043382,"within an hour",1,"f","f",11,"Cascade","Entire home/apt",2,2,1.5,1,1,"Real Bed",85,35,4,"f","strict_14_with_grace_period",1,30,0
21242363,"within an hour",1,"t","f",2,"West Seattle","Entire home/apt",3,6,2,3,3,"Real Bed",395,200,1,"t","strict_14_with_grace_period",1,31,0
22435492,"within an hour",0.92,"t","f",2,"Downtown","Private room",2,4,1,1,1,"Real Bed",80,20,2,"t","strict_14_with_grace_period",1,16,5
22385671,"within a few hours",1,"f","t",3,"Other neighborhoods","Entire home/apt",3,7,1,2,4,"Real Bed",100,50,2,"f","flexible",1,21,0
21667529,"within an hour",1,"t","f",1,"Delridge","Entire home/apt",1,2,1,0,1,"Real Bed",90,40,2,"f","flexible",1,16,0
13623929,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",36,35,3,"t","moderate",1,15,0
4481979,"within an hour",1,"t","f",1,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",129,45,1,"t","moderate",1,45,0
25798983,"within an hour",1,"t","f",13,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",155,100,2,"t","flexible",1,53,5
29520455,"within an hour",1,"f","t",1,"Ballard","Entire home/apt",1,3,1,2,2,"Real Bed",80,50,1,"f","moderate",1,32,0
20872735,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",2,4,1,1,3,"Real Bed",135,50,2,"t","flexible",1,29,0
18250300,"within an hour",1,"t","t",1,"Lake City","Entire home/apt",3,3,1,1,2,"Real Bed",125,40,2,"f","moderate",1,34,0
13118066,"within an hour",1,"f","t",15,"Northgate","Private room",1,2,1,1,1,"Real Bed",75,0,1,"t","moderate",0,19,0
24754961,"within an hour",0.85,"f","f",321,"West Seattle","Entire home/apt",2,2,1,1,1,"Real Bed",145,111,2,"t","strict_14_with_grace_period",1,8,0
22266013,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,20,5
29492538,"within an hour",1,"t","f",5,"University District","Entire home/apt",1,2,1,1,1,"Real Bed",79,30,3,"t","moderate",1,37,0
12192162,"within an hour",1,"t","t",2,"West Seattle","Entire home/apt",2,4,1,1,2,"Real Bed",42,20,1,"t","flexible",1,44,0
15552863,"within an hour",1,"t","f",1,"Interbay","Private room",1,2,1,1,1,"Real Bed",45,10,1,"t","flexible",1,25,0
9298045,"within an hour",1,"t","t",1,"West Seattle","Private room",1,2,1,1,1,"Real Bed",72,0,3,"t","strict_14_with_grace_period",1,26,0
29243569,"within an hour",1,"t","f",3,"Delridge","Entire home/apt",2,4,2,2,2,"Real Bed",100,175,3,"t","strict_14_with_grace_period",0,37,0
21460290,"within an hour",1,"t","t",3,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",89,40,2,"t","moderate",1,29,0
1090449,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",2,4,1,1,2,"Real Bed",135,60,2,"f","strict_14_with_grace_period",1,20,3
9331449,"within an hour",1,"f","t",4,"Ballard","Entire home/apt",2,4,1.5,1,1,"Real Bed",56,75,1,"f","strict_14_with_grace_period",1,17,0
17513023,"within a few hours",0.86,"t","t",3,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",44,9,1,"f","strict_14_with_grace_period",1,33,0
7692281,"within a day",1,"f","t",2,"Magnolia","Entire home/apt",1,2,1,1,1,"Real Bed",60,75,1,"f","moderate",1,36,0
19998942,"within an hour",1,"f","t",3,"Central Area","Private room",1,1,1,1,1,"Real Bed",50,0,1,"t","flexible",1,12,0
11583227,"within a few hours",1,"t","t",1,"Beacon Hill","Entire home/apt",1,2,1,0,1,"Real Bed",90,25,5,"f","moderate",1,30,0
20153726,"a few days or more",0.25,"f","f",2,"Rainier Valley","Entire home/apt",1,2,1,2,2,"Real Bed",120,40,2,"f","moderate",1,21,0
27404736,"within an hour",1,"t","f",1,"Ballard","Entire home/apt",4,4,2,2,4,"Real Bed",999,50,1,"t","moderate",1,38,0
21800673,"within an hour",1,"f","f",7,"Queen Anne","Entire home/apt",1,14,2,3,8,"Real Bed",366,155,1,"f","strict_14_with_grace_period",0,45,0
15660373,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",99,75,2,"t","flexible",1,36,5
21501579,"within a few hours",1,"t","f",11,"Downtown","Entire home/apt",4,8,2,2,5,"Real Bed",499,115,2,"t","strict_14_with_grace_period",1,59,4
26282884,"within an hour",1,"f","f",50,"Delridge","Entire home/apt",5,5,1,2,3,"Real Bed",135,229,2,"t","super_strict_30",1,21,0
12609601,"within an hour",1,"t","f",1,"Northgate","Entire home/apt",1,2,1,1,1,"Real Bed",100,0,1,"t","moderate",1,34,0
28693393,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,6,1,2,3,"Real Bed",100,60,1,"t","moderate",1,23,0
977722,"within an hour",1,"t","t",1,"University District","Entire home/apt",1,2,1,1,1,"Real Bed",80,30,2,"f","moderate",1,26,0
1012003,"within a few hours",1,"f","f",1,"Capitol Hill","Private room",2,4,1,1,2,"Real Bed",145,0,2,"f","flexible",1,16,0
22518128,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",99,75,2,"t","flexible",1,43,2
28032424,"within an hour",1,"t","f",2,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",135,60,1,"t","moderate",1,32,0
6492880,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,3,1,1,2,"Real Bed",71,35,1,"t","moderate",1,24,0
25204844,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,4,1,1,1,"Real Bed",120,25,1,"f","flexible",1,36,0
17926290,"within an hour",0.75,"t","f",1,"Other neighborhoods","Entire home/apt",4,5,1,1,2,"Real Bed",145,50,1,"f","strict_14_with_grace_period",1,36,0
30109348,"within an hour",1,"f","f",5,"Rainier Valley","Private room",1,3,1,1,1,"Real Bed",43,15,2,"t","flexible",1,20,0
22210770,"within an hour",0.99,"f","f",521,"Capitol Hill","Entire home/apt",2,3,1,0,1,"Real Bed",199,89,21,"t","strict",1,24,3
19786038,"within an hour",0.99,"f","f",81,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",112,115,1,"t","super_strict_30",1,23,5
11070540,"within an hour",1,"f","t",1,"Ballard","Private room",1,2,1,1,1,"Real Bed",60,15,3,"t","strict_14_with_grace_period",1,27,0
20982684,"within an hour",1,"f","f",123,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",70,20,1,"t","strict_14_with_grace_period",0,11,0
16972042,"within an hour",0.94,"f","f",5,"Downtown","Entire home/apt",3,4,1,1,2,"Real Bed",101,70,2,"t","strict_14_with_grace_period",0,24,5
20942684,"within a few hours",1,"t","f",1,"Rainier Valley","Entire home/apt",1,2,1,1,1,"Real Bed",99,60,5,"f","strict_14_with_grace_period",1,18,0
20070375,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",4,6,2.5,2,2,"Real Bed",150,150,2,"t","strict_14_with_grace_period",1,37,0
22767198,"within an hour",0.9,"f","t",2,"Rainier Valley","Entire home/apt",2,2,1.5,1,1,"Real Bed",125,40,1,"f","moderate",1,17,0
7698701,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",2,3,1,1,2,"Futon",150,80,3,"t","moderate",1,31,0
24399572,"within an hour",1,"f","f",123,"University District","Private room",1,2,1,1,1,"Real Bed",60,20,1,"t","strict_14_with_grace_period",0,12,0
3768745,"within an hour",1,"t","t",1,"Queen Anne","Private room",1,2,1,1,1,"Real Bed",105,20,1,"f","moderate",1,23,2
1826155,"within a few hours",1,"t","t",5,"Central Area","Private room",2,2,3,1,1,"Real Bed",111,30,2,"f","strict_14_with_grace_period",1,34,0
66611,"within a few hours",1,"t","t",3,"Other neighborhoods","Private room",1,1,1,1,1,"Real Bed",40,35,3,"f","moderate",0,17,0
18464732,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",2,4,1,1,2,"Real Bed",96,75,2,"f","strict_14_with_grace_period",1,51,0
18808283,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",2,4,1,2,2,"Real Bed",99,100,7,"f","moderate",1,33,0
17341642,"within an hour",1,"t","t",2,"Capitol Hill","Private room",2,2,1.5,1,1,"Real Bed",39,20,3,"f","strict_14_with_grace_period",1,35,0
30288568,"within an hour",0.8,"f","f",1,"Central Area","Entire home/apt",1,6,2.5,2,3,"Real Bed",140,70,1,"t","flexible",1,21,0
22956885,"within an hour",1,"t","t",4,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",39,25,2,"f","moderate",1,29,0
6690388,"within an hour",1,"t","t",1,"Lake City","Entire home/apt",2,2,1,1,1,"Real Bed",71,75,2,"f","strict_14_with_grace_period",1,32,0
18638117,"within an hour",1,"f","t",2,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",140,55,1,"f","strict_14_with_grace_period",1,31,3
21730472,"within an hour",1,"t","t",4,"Rainier Valley","Private room",1,1,1,1,1,"Real Bed",38,20,2,"f","moderate",1,32,0
1121599,"within an hour",1,"t","t",1,"Cascade","Entire home/apt",2,4,1,1,1,"Real Bed",129,40,1,"t","strict_14_with_grace_period",1,37,1
2620429,"within an hour",1,"t","f",4,"Downtown","Entire home/apt",1,6,2,2,5,"Real Bed",125,90,3,"t","moderate",1,52,3
21440382,"within a few hours",1,"f","t",2,"Lake City","Entire home/apt",1,2,1,0,1,"Real Bed",49,40,7,"t","strict_14_with_grace_period",1,17,0
6575380,"within a day",0.67,"f","t",2,"Queen Anne","Entire home/apt",2,3,1,1,1,"Real Bed",125,0,2,"f","flexible",1,21,2
8884826,"within a few hours",0.92,"f","t",5,"Central Area","Entire home/apt",2,6,1.5,2,4,"Real Bed",142,85,2,"f","strict_14_with_grace_period",1,37,0
26253219,"within a day",0.8,"f","t",3,"Capitol Hill","Private room",2,5,1.5,1,2,"Real Bed",110,34,1,"f","moderate",1,24,0
4567243,"within a few hours",1,"f","f",1,"Other neighborhoods","Entire home/apt",6,8,3,4,5,"Real Bed",125,60,6,"t","moderate",1,32,0
6603376,"within an hour",1,"t","f",1,"Lake City","Entire home/apt",4,8,2.5,4,4,"Real Bed",240,145,1,"f","strict_14_with_grace_period",1,46,0
3061918,"within a day",1,"t","t",1,"West Seattle","Private room",1,3,1,1,1,"Real Bed",100,25,2,"f","moderate",1,28,0
21440119,"within a day",1,"f","t",1,"Other neighborhoods","Entire home/apt",1,6,2.5,4,5,"Real Bed",250,150,3,"f","flexible",0,20,0
21968079,"within a few hours",0.8,"f","t",4,"Other neighborhoods","Entire home/apt",2,10,3.5,4,4,"Real Bed",250,140,5,"f","strict_14_with_grace_period",1,51,0
25326639,"within an hour",1,"t","f",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",59,40,1,"t","strict_14_with_grace_period",1,43,0
23548888,"within an hour",1,"f","t",4,"Northgate","Entire home/apt",1,8,2.5,3,4,"Real Bed",95,75,1,"t","strict_14_with_grace_period",1,36,0
8372568,"within an hour",1,"f","t",3,"Central Area","Entire home/apt",2,5,1.5,2,3,"Real Bed",145,100,3,"f","strict_14_with_grace_period",1,40,0
24831469,"a few days or more",0.33,"f","t",1,"Ballard","Entire home/apt",1,4,2.5,2,0,"Real Bed",300,100,2,"t","flexible",1,28,0
29777784,"within an hour",1,"f","t",1,"Rainier Valley","Entire home/apt",8,12,2.5,4,4,"Real Bed",175,150,2,"t","moderate",1,46,0
20885130,"within an hour",1,"f","t",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",60,10,1,"f","moderate",1,33,0
14253249,"within a day",0.67,"f","t",1,"Cascade","Entire home/apt",1,2,1,0,1,"Real Bed",105,0,3,"f","flexible",1,22,2
26131077,"within an hour",1,"t","f",1,"Seward Park","Entire home/apt",3,2,1,1,1,"Real Bed",75,40,1,"t","flexible",1,28,0
6424982,"within an hour",1,"t","f",1,"Queen Anne","Private room",2,2,1,1,1,"Real Bed",80,30,2,"t","strict_14_with_grace_period",1,13,1
6360895,"within an hour",1,"t","t",1,"Beacon Hill","Entire home/apt",4,6,1,3,4,"Real Bed",115,50,2,"t","moderate",1,40,0
23041242,"within an hour",1,"t","f",10,"Queen Anne","Entire home/apt",2,3,1,1,1,"Real Bed",85,25,1,"f","moderate",1,24,2
29886888,"within an hour",1,"t","t",1,"Magnolia","Entire home/apt",4,4,1,1,2,"Real Bed",125,60,2,"f","flexible",1,53,0
25115207,"within an hour",1,"t","f",2,"Rainier Valley","Private room",1,1,1,1,1,"Real Bed",45,35,2,"f","flexible",1,14,0
3209633,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",75,35,2,"f","flexible",1,31,0
23937510,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",4,5,2,2,2,"Real Bed",350,129,2,"t","strict",0,17,5
30356462,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",68,10,3,"t","flexible",1,16,0
27343176,"within an hour",1,"t","f",2,"Capitol Hill","Private room",2,4,1.5,2,2,"Real Bed",150,50,1,"t","moderate",1,47,0
22799563,"within an hour",1,"f","f",8,"Other neighborhoods","Entire home/apt",1,2,1,1,1,"Real Bed",40,50,2,"t","moderate",1,31,0
15009678,"within an hour",1,"t","f",13,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",155,100,3,"t","flexible",1,40,5
13546442,"within a few hours",1,"f","t",2,"Delridge","Private room",1,2,1,1,1,"Real Bed",60,40,1,"f","flexible",1,35,0
23358381,"within a few hours",0.75,"f","t",2,"Ballard","Entire home/apt",1,2,1,1,1,"Real Bed",75,80,10,"t","moderate",1,31,0
26279366,"within an hour",1,"t","t",2,"Queen Anne","Entire home/apt",4,6,2,3,4,"Real Bed",250,109,2,"f","moderate",1,46,0
30712,"within a day",0.83,"f","f",1,"Ballard","Entire home/apt",1,3,1,1,1,"Real Bed",75,0,4,"f","moderate",0,23,0
8157486,"within an hour",1,"t","t",1,"Delridge","Private room",1,2,1.5,1,1,"Real Bed",65,8,1,"f","moderate",1,39,0
31625950,"within an hour",1,"t","t",3,"Beacon Hill","Entire home/apt",4,6,1.5,2,2,"Real Bed",149,125,1,"f","strict_14_with_grace_period",1,32,0
13505391,"within an hour",1,"t","t",1,"Capitol Hill","Entire home/apt",2,3,1,1,1,"Real Bed",170,50,2,"t","strict_14_with_grace_period",1,29,0
580815,"within a day",0.75,"t","t",8,"Downtown","Entire home/apt",1,2,1,1,1,"Real Bed",168,75,30,"f","strict_14_with_grace_period",1,42,1
21153013,"within an hour",1,"t","f",1,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",33,15,2,"t","moderate",1,22,0
4645208,"within an hour",1,"f","f",6,"Queen Anne","Entire home/apt",8,8,3,4,5,"Real Bed",599,200,2,"f","strict_14_with_grace_period",1,19,2
24062168,"within an hour",1,"f","t",1,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",65,25,2,"t","moderate",0,19,0
29242808,"within an hour",0.93,"t","f",1,"Downtown","Entire home/apt",2,7,1,0,3,"Real Bed",165,50,1,"f","strict_14_with_grace_period",1,23,3
11820958,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",160,107,2,"f","strict_14_with_grace_period",1,41,5
25773168,"within an hour",1,"f","f",22,"Magnolia","Entire home/apt",2,4,1,1,2,"Real Bed",130,130,2,"t","strict_14_with_grace_period",0,32,0
20497066,"within an hour",1,"t","t",4,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",175,55,1,"f","strict_14_with_grace_period",1,38,4
5395530,"within a few hours",1,"t","t",1,"Capitol Hill","Entire home/apt",1,4,1,1,2,"Real Bed",145,50,2,"f","moderate",1,33,0
22650227,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",1,7,1,3,5,"Real Bed",130,110,2,"t","moderate",1,27,0
3637180,"within an hour",1,"t","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",45,25,1,"f","strict_14_with_grace_period",1,26,0
21702555,"within an hour",1,"t","f",2,"Queen Anne","Entire home/apt",1,5,1,2,0,"Real Bed",136,145,1,"t","flexible",1,41,2
19102662,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",230,75,3,"t","strict_14_with_grace_period",0,18,3
879181,"within an hour",1,"t","f",2,"Central Area","Private room",1,2,1.5,1,2,"Real Bed",60,30,2,"t","flexible",1,26,0
21698367,"within a few hours",1,"f","t",1,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",130,100,4,"f","strict_14_with_grace_period",1,26,5
15917303,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,3,1,1,2,"Real Bed",100,60,2,"f","moderate",1,24,0
15203868,"within a day",0.5,"f","f",1,"Magnolia","Entire home/apt",1,5,2.5,3,3,"Real Bed",150,300,28,"f","strict_14_with_grace_period",1,35,0
14166071,"within a day",1,"f","t",1,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",119,40,2,"f","moderate",1,25,0
16000623,"within an hour",1,"f","f",5,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",99,75,2,"t","moderate",0,31,0
14652577,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",3,3,1,2,2,"Real Bed",150,100,2,"f","strict_14_with_grace_period",1,39,0
8327124,"within an hour",1,"f","f",18,"University District","Entire home/apt",1,10,4,5,6,"Real Bed",350,275,3,"t","strict_14_with_grace_period",1,26,0
28548914,"within an hour",0.9,"f","t",1,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",50,50,2,"f","moderate",1,23,0
21162392,"within an hour",1,"f","f",8,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",88,35,1,"t","moderate",0,26,0
12704096,"within a few hours",1,"t","t",3,"Central Area","Private room",1,2,1,1,1,"Real Bed",62,45,3,"t","strict_14_with_grace_period",1,26,0
18460943,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",229,89,2,"t","strict",1,28,5
31647471,"within an hour",1,"f","f",1,"West Seattle","Private room",1,4,1,1,1,"Real Bed",59,0,1,"t","moderate",1,21,0
3793790,"within an hour",1,"t","t",2,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",50,10,2,"t","strict_14_with_grace_period",1,16,0
24221741,"within an hour",1,"t","f",1,"Capitol Hill","Entire home/apt",1,2,1,1,1,"Real Bed",90,40,2,"f","flexible",1,19,0
28938594,"within a few hours",1,"t","t",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",60,0,2,"f","moderate",1,28,0
13099841,"within an hour",1,"f","t",1,"West Seattle","Entire home/apt",2,2,1,1,1,"Real Bed",85,20,1,"t","flexible",1,40,0
23622449,"within an hour",1,"t","f",1,"Interbay","Entire home/apt",1,3,1,1,2,"Real Bed",100,0,2,"t","strict_14_with_grace_period",1,37,0
16133871,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",3,3,1,1,2,"Real Bed",99,50,2,"t","flexible",1,32,0
27806364,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",98,60,1,"t","moderate",1,37,0
21952292,"within an hour",1,"t","f",2,"Other neighborhoods","Private room",2,4,1.5,2,3,"Real Bed",50,90,3,"f","moderate",1,22,0
5058086,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",195,100,2,"t","moderate",1,83,0
25458324,"within an hour",1,"t","f",1,"University District","Private room",1,2,1,1,1,"Real Bed",70,0,2,"t","flexible",1,14,0
677365,"within an hour",1,"f","t",1,"Delridge","Entire home/apt",2,6,1,2,3,"Real Bed",89,50,1,"f","moderate",1,36,0
11533621,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",4,5,1,2,2,"Real Bed",130,55,2,"f","strict_14_with_grace_period",1,46,0
14265651,"within an hour",1,"t","t",3,"Beacon Hill","Entire home/apt",4,6,2.5,2,4,"Real Bed",250,120,2,"f","strict_14_with_grace_period",1,41,0
20030086,"within an hour",1,"f","t",1,"West Seattle","Entire home/apt",2,2,1,1,2,"Real Bed",119,40,7,"f","moderate",1,24,0
12158086,"within an hour",1,"f","t",5,"Other neighborhoods","Entire home/apt",2,2,1,1,1,"Real Bed",108,150,2,"f","strict_14_with_grace_period",1,28,0
20959219,"within an hour",0.99,"f","t",9,"Cascade","Entire home/apt",1,5,1,1,2,"Real Bed",88,0,1,"t","moderate",0,24,2
15564239,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",2,3,1,1,1,"Real Bed",99,75,2,"t","flexible",1,36,4
20762019,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,2,1,0,2,"Real Bed",67,50,2,"t","moderate",1,33,0
2692126,"within a few hours",0.9,"t","f",3,"Queen Anne","Entire home/apt",2,2,1,1,0,"Real Bed",95,70,3,"t","moderate",1,26,2
20914463,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,6,2,2,3,"Real Bed",195,130,3,"t","strict_14_with_grace_period",1,32,3
26881046,"within an hour",1,"f","f",123,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",100,40,1,"t","strict_14_with_grace_period",0,13,3
19735309,"within an hour",1,"t","f",1,"Beacon Hill","Private room",2,3,1,1,1,"Real Bed",50,15,1,"f","moderate",1,37,0
20572116,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",3,4,1,1,1,"Real Bed",105,55,2,"t","moderate",1,44,0
22869695,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",0,38,2
21460379,"within a day",1,"f","t",1,"West Seattle","Entire home/apt",2,4,2.5,2,2,"Real Bed",150,50,1,"f","flexible",1,41,0
26138712,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",2,3,1,1,1,"Real Bed",120,30,3,"f","strict_14_with_grace_period",1,43,0
3329962,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,3,1,1,2,"Real Bed",90,60,1,"f","moderate",0,20,0
24917117,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",1,5,2,2,2,"Real Bed",325,175,6,"t","strict_14_with_grace_period",1,52,4
22889945,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,6,1,3,3,"Real Bed",175,100,2,"f","strict_14_with_grace_period",1,31,0
27798934,"within a few hours",1,"f","t",2,"Rainier Valley","Entire home/apt",8,8,2,4,4,"Real Bed",225,100,3,"f","moderate",1,49,0
17184528,"within an hour",0.98,"f","f",20,"Capitol Hill","Entire home/apt",1,4,1,2,3,"Real Bed",217,82,1,"t","strict_14_with_grace_period",0,28,0
27781617,"within an hour",1,"f","f",1,"West Seattle","Entire home/apt",1,4,1,2,2,"Real Bed",99,80,1,"t","moderate",1,35,0
