"","X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
"4195",6148,23809259,"t",1,"within an hour",4,"f",7,"House","Entire home/apt",1,2,3,3,"Real Bed",125,2,200,"t","flexible",110,0,0,0,33,0
"4196",6707,25493481,"f",1,"within an hour",19,"t",10,"Apartment","Entire home/apt",4,1,2,5,"Real Bed",175,1,365,"t","super_strict_60",472,0,0,0,42,0
"4197",453,1980395,"t",1,"within a day",1,"t",6,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",140,2,180,"f","moderate",148,0,1,0,45,0
"4198",3194,14992816,"f",0.96,"within an hour",13,"f",8,"Apartment","Entire home/apt",1,1,2,5,"Real Bed",175,3,1125,"f","strict_14_with_grace_period",195,0,0,0,27,0
"4199",2810,13654492,"f",0,"a few days or more",4,"t",2,"House","Private room",1,1,1,1,"Real Bed",50,2,1125,"f","moderate",75,0,0,0,23,0
"4200",8162,31022262,"f",1,"within an hour",5,"f",2,"House","Private room",1,1,1,1,"Real Bed",30,1,21,"t","strict_14_with_grace_period",40,0,0,0,8,0
"4201",442,1928010,"t",0.99,"within an hour",10,"t",2,"House","Private room",2,1.5,1,2,"Real Bed",30,1,14,"f","moderate",82,0,0,0,29,0
"4202",4879,20759864,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",100,2,1125,"t","strict_14_with_grace_period",67,0,0,0,25,0
"4203",5645,22266223,"f",1,"within an hour",1292,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,20,5
"4204",6207,23980120,"f",1,"within an hour",13,"f",4,"Other","Private room",1,1,1,2,"Real Bed",25,2,1125,"f","strict_14_with_grace_period",109,1,0,0,17,4
"4205",2016,10019082,"t",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,60,"t","moderate",125,0,0,0,34,0
"4206",4065,18444384,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,21,1125,"t","strict",159,0,0,0,24,3
"4207",2541,12957936,"t",1,"within an hour",1,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",55,1,90,"f","moderate",95,0,0,0,42,0
"4208",5248,21594030,"t",1,"within an hour",10,"f",4,"Other","Entire home/apt",2,1,0,1,"Real Bed",85,2,60,"f","flexible",160,1,0,0,30,3
"4209",5605,22213001,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",200,1,0,0,24,5
"4210",5228,21552389,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,3,1125,"t","strict_14_with_grace_period",135,1,0,0,16,3
"4211",254,953595,"t",1,"within an hour",5,"t",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",50,2,365,"f","flexible",150,0,0,0,44,1
"4212",6230,24015983,"t",1,"within an hour",1,"t",5,"Condominium","Entire home/apt",2,2,2,3,"Real Bed",60,3,1125,"f","flexible",159,1,0,0,26,5
"4213",1191,6387576,"t",1,"within a few hours",4,"t",2,"Guest suite","Private room",1,1,1,1,"Real Bed",30,1,30,"f","moderate",89,0,0,0,15,0
"4214",5720,22451351,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",35,2,1125,"t","flexible",77,0,0,0,23,0
"4215",7008,26656350,"t",1,"within an hour",5,"f",4,"Apartment","Entire home/apt",4,1,1,1,"Real Bed",85,1,1125,"t","moderate",190,1,0,0,35,3
"4216",4703,20285652,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,7,"t","flexible",80,0,0,0,28,3
"4217",2744,13505391,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,2,40,"t","strict_14_with_grace_period",170,0,0,0,29,0
"4218",4974,20995958,"f",1,"within an hour",2,"t",1,"House","Private room",1,1,1,1,"Real Bed",10,2,30,"f","moderate",45,0,0,0,35,0
"4219",452,1978743,"t",1,"within a few hours",5,"t",2,"House","Private room",1,3,1,1,"Real Bed",30,2,29,"f","strict_14_with_grace_period",87,0,0,0,36,0
"4220",4519,19788132,"f",0.99,"within an hour",14,"f",2,"Serviced apartment","Entire home/apt",1,1,0,1,"Real Bed",75,28,1125,"f","strict_14_with_grace_period",75,0,0,0,41,4
"4221",7769,29372096,"f",1,"within an hour",1,"f",4,"Guesthouse","Entire home/apt",2,1,0,2,"Real Bed",40,2,30,"t","moderate",110,0,0,0,23,0
"4222",5626,22229574,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,2,21,"f","moderate",72,0,0,0,35,0
"4223",3804,17608455,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",1,1,2,2,"Real Bed",50,2,1125,"f","moderate",75,0,0,0,25,0
"4224",448,1956274,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1.5,1,1,"Real Bed",75,3,1125,"f","moderate",125,0,0,0,50,0
"4225",5664,22317454,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",10,1,14,"t","strict_14_with_grace_period",33,0,0,0,22,0
"4226",7320,27798934,"f",1,"within a few hours",2,"t",8,"House","Entire home/apt",8,2,4,4,"Real Bed",100,3,1125,"f","moderate",225,0,0,0,49,0
"4227",8136,30915295,"t",1,"within an hour",4,"f",6,"Guest suite","Entire home/apt",3,1,3,3,"Real Bed",90,2,14,"f","flexible",102,0,0,0,43,0
"4228",5702,22419479,"f",1,"within an hour",10,"f",4,"Apartment","Entire home/apt",3,1,1,2,"Real Bed",89,1,1125,"t","strict_14_with_grace_period",98,1,0,0,20,3
"4229",324,1309666,"f",1,"within a few hours",1,"f",4,"Townhouse","Entire home/apt",4,1,1,1,"Real Bed",85,3,100,"t","strict_14_with_grace_period",160,0,0,0,20,0
"4230",6046,23533370,"f",0.99,"within an hour",647,"f",6,"Condominium","Entire home/apt",1,1,2,3,"Real Bed",90,1,1125,"t","strict_14_with_grace_period",70,0,0,0,38,0
"4231",5540,22208666,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",275,1,0,0,24,5
"4232",6745,25690435,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",6,2.5,3,3,"Real Bed",313,2,1125,"t","super_strict_30",121,0,0,0,21,0
"4233",2179,11192859,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",189,1,0,0,24,5
"4234",535,2642359,"t",1,"within an hour",1,"t",4,"Other","Private room",1,1,1,2,"Real Bed",18,1,1125,"f","flexible",44,0,0,0,33,0
"4235",1204,6423204,"f",1,"within an hour",2,"t",4,"Other","Entire home/apt",1,1,2,2,"Real Bed",60,3,30,"f","strict_14_with_grace_period",90,0,0,0,24,0
"4236",2750,13514630,"f",1,"within a few hours",4,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",20,1,1125,"f","moderate",150,0,0,0,14,0
"4237",4842,20651411,"f",1,"within an hour",3,"f",2,"House","Shared room",1,1,1,1,"Real Bed",10,1,1125,"f","flexible",39,0,0,0,14,0
"4238",7284,27656483,"t",1,"within an hour",1,"f",3,"House","Private room",1,1,2,2,"Real Bed",0,2,28,"f","moderate",90,0,0,0,27,0
"4239",7764,29359904,"f",1,"within an hour",123,"f",5,"Apartment","Entire home/apt",1,1,0,3,"Real Bed",40,1,14,"t","strict_14_with_grace_period",100,1,0,0,11,3
"4240",6632,25254395,"t",1,"within an hour",2,"f",6,"Guest suite","Entire home/apt",4,1,2,4,"Real Bed",100,2,14,"t","moderate",250,0,0,0,23,0
"4241",2964,14046127,"f",1,"within an hour",123,"f",2,"House","Private room",1,2,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",90,0,0,0,18,0
"4242",1905,9394485,"t",1,"within an hour",2,"t",4,"Guest suite","Entire home/apt",4,1,2,3,"Real Bed",80,3,90,"f","moderate",119,0,0,0,53,0
"4243",779,3959460,"t",0.9,"within a few hours",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",0,3,90,"f","moderate",130,0,0,0,40,0
"4244",5408,21968079,"f",0.8,"within a few hours",4,"t",10,"House","Entire home/apt",2,3.5,4,4,"Real Bed",140,5,1125,"f","strict_14_with_grace_period",250,0,0,0,51,0
"4245",3199,15009678,"t",1,"within an hour",13,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,3,30,"t","flexible",155,1,0,0,40,5
"4246",1801,8921924,"t",1,"within an hour",3,"f",1,"House","Private room",1,1,1,1,"Real Bed",15,1,30,"t","strict_14_with_grace_period",46,0,0,1,27,0
"4247",4669,20213679,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",75,2,30,"t","moderate",103,0,0,0,37,0
"4248",4803,20575236,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",35,1,35,"t","moderate",89,1,0,0,30,5
"4249",5892,22913000,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",150,1,0,0,13,3
"4250",4458,19719672,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",50,1,29,"f","moderate",65,0,0,0,42,0
"4251",6112,23704668,"t",1,"within an hour",32,"f",7,"Townhouse","Entire home/apt",4,1.5,2,4,"Real Bed",90,1,365,"t","strict_14_with_grace_period",175,0,0,0,28,0
"4252",2371,12191601,"f",1,"within a few hours",1,"f",8,"House","Entire home/apt",8,4,4,4,"Real Bed",350,3,1125,"f","strict_14_with_grace_period",895,0,0,0,33,0
"4253",7208,27368337,"f",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",50,2,30,"t","flexible",75,0,0,0,22,0
"4254",1025,5364580,"t",1,"within a few hours",1,"t",6,"Other","Entire home/apt",6,2,3,3,"Real Bed",80,2,30,"f","moderate",220,0,1,0,60,0
"4255",7850,29732114,"t",1,"within an hour",10,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",25,1,10,"f","moderate",75,0,0,0,27,2
"4256",8433,32093073,"f",1,"within an hour",1,"t",2,"House","Entire home/apt",1,0.5,1,1,"Real Bed",40,2,1125,"t","moderate",89,0,0,0,18,0
"4257",3847,17767017,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",2,1,2,2,"Real Bed",25,2,120,"t","moderate",110,0,0,0,45,0
"4258",4760,20460194,"t",1,"within an hour",1,"t",6,"Guesthouse","Entire home/apt",6,1,1,2,"Real Bed",85,2,12,"t","moderate",145,0,0,0,40,0
"4259",4980,21007518,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",195,1,0,0,32,1
"4260",7281,27639215,"f",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,7,"t","flexible",45,0,0,0,13,0
"4261",1494,7616008,"f",1,"within an hour",9,"t",2,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",47,1,90,"t","strict_14_with_grace_period",183,1,0,0,26,5
"4262",8268,31540415,"t",1,"within an hour",786,"t",4,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",230,30,1125,"f","strict",170,0,0,0,17,2
"4263",5623,22225757,"f",1,"within an hour",9,"f",6,"Condominium","Entire home/apt",4,2,2,3,"Real Bed",100,3,60,"f","strict_14_with_grace_period",150,1,0,0,28,3
"4264",3560,16529877,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",20,1,12,"f","flexible",175,0,0,0,15,0
"4265",8432,32092731,"f",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",100,1,1125,"f","flexible",47,0,0,0,14,0
"4266",1413,7278583,"t",1,"within an hour",1,"t",7,"House","Entire home/apt",5,2.5,3,4,"Real Bed",200,2,180,"f","strict_14_with_grace_period",225,0,0,0,25,0
"4267",1483,7561272,"f",1,"within an hour",123,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",50,0,0,0,18,0
"4268",3357,15665134,"t",1,"within an hour",1,"t",2,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",25,2,29,"f","moderate",69,0,0,0,30,0
"4269",1479,7547290,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",50,2,30,"f","moderate",90,0,0,0,28,0
"4270",511,2486612,"f",1,"within an hour",1,"t",5,"Apartment","Entire home/apt",2,1,1,4,"Real Bed",20,1,1125,"f","flexible",100,0,0,0,27,0
"4271",7593,28739995,"t",1,"within an hour",3,"f",5,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",75,2,1125,"t","strict_14_with_grace_period",125,0,0,1,22,0
"4272",3456,16079409,"f",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",0,2,1125,"t","moderate",189,1,0,0,24,3
"4273",6107,23702770,"t",1,"within an hour",32,"f",20,"House","Entire home/apt",12,3,6,10,"Real Bed",200,1,365,"t","strict_14_with_grace_period",500,0,0,0,27,0
"4274",5784,22656833,"t",1,"within an hour",3,"t",8,"House","Entire home/apt",6,2,4,6,"Real Bed",140,2,31,"f","strict_14_with_grace_period",300,0,0,0,26,0
"4275",7379,28021357,"t",1,"within an hour",5,"f",5,"Townhouse","Private room",2,1,2,2,"Real Bed",60,2,1000,"f","moderate",85,0,0,0,23,0
"4276",881,4526943,"f",1,"within a few hours",6,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",100,3,1125,"f","strict_14_with_grace_period",150,0,0,0,29,0
"4277",6093,23699002,"t",1,"within an hour",32,"f",28,"House","Entire home/apt",14,3,7,15,"Real Bed",300,1,365,"t","strict_14_with_grace_period",650,0,0,0,29,0
"4278",6153,23841663,"t",1,"within an hour",2,"f",2,"Townhouse","Private room",2,1,1,1,"Real Bed",25,1,5,"f","moderate",75,0,0,0,21,0
"4279",6473,24759831,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",450,0,0,0,17,2
"4280",568,2897897,"t",1,"within an hour",2,"t",6,"House","Entire home/apt",4,1,3,4,"Real Bed",65,3,1125,"f","strict_14_with_grace_period",250,0,0,0,23,0
"4281",2983,14124903,"t",1,"within an hour",2,"f",2,"House","Entire home/apt",2,1,1,1,"Real Bed",75,1,60,"t","strict_14_with_grace_period",225,0,0,0,30,0
"4282",732,3772674,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",75,3,30,"f","moderate",90,0,0,0,47,0
"4283",2527,12913085,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",75,1,30,"t","moderate",90,0,0,0,52,0
"4284",5013,21043222,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",60,3,9,"f","strict_14_with_grace_period",79,0,0,0,37,0
"4285",6759,25779638,"f",1,"within an hour",123,"f",2,"House","Private room",1,2,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",40,0,0,0,13,0
"4286",1565,7826541,"f",1,"within an hour",5,"t",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",30,22,1125,"f","moderate",100,0,0,0,15,0
"4287",6141,23781996,"t",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",55,2,14,"t","flexible",100,0,0,0,32,0
"4288",1017,5337848,"t",1,"within an hour",1,"t",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",20,2,69,"f","moderate",125,0,0,0,25,0
"4289",7634,28915023,"t",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,3,"t","flexible",42,0,0,0,31,0
"4290",4183,18778749,"f",0.8,"within a day",3,"t",9,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",65,2,25,"f","moderate",290,0,0,0,24,0
"4291",5800,22733768,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",150,0,0,0,38,2
"4292",6245,24065252,"f",1,"within an hour",2,"t",8,"House","Entire home/apt",6,2,3,3,"Real Bed",100,3,1125,"t","strict_14_with_grace_period",350,0,0,0,24,0
"4293",8117,30797362,"f",1,"within an hour",19,"t",16,"House","Entire home/apt",6,2,6,9,"Real Bed",215,1,365,"t","strict_14_with_grace_period",891,0,0,0,37,0
"4294",7745,29278900,"f",1,"within an hour",3,"t",6,"Apartment","Entire home/apt",2,1,1,4,"Real Bed",70,1,1125,"t","strict_14_with_grace_period",100,0,0,0,15,1
"4295",7866,29776028,"t",1,"within an hour",2,"f",2,"Other","Entire home/apt",1,1,0,1,"Real Bed",0,1,1125,"t","moderate",90,0,1,0,20,0
"4296",986,5096363,"f",1,"within an hour",1,"t",2,"Townhouse","Private room",2,1,1,1,"Real Bed",20,1,30,"f","flexible",45,0,1,0,16,0
"4297",4995,21015000,"t",0.93,"within an hour",5,"f",16,"Townhouse","Entire home/apt",1,6,8,10,"Real Bed",350,2,1125,"t","strict_14_with_grace_period",1650,0,0,0,34,1
"4298",7675,29101301,"f",0.67,"within a day",1,"f",2,"Apartment","Entire home/apt",1,1,0,2,"Real Bed",0,2,1125,"f","flexible",80,0,0,0,9,0
"4299",7206,27345980,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",222,1,0,0,18,3
"4300",5032,21105396,"t",1,"within a few hours",1,"f",6,"House","Entire home/apt",1,3,3,4,"Real Bed",250,4,365,"f","moderate",595,0,0,1,54,0
"4301",6229,24010697,"f",0.99,"within an hour",647,"f",8,"House","Entire home/apt",1,2.5,3,4,"Real Bed",120,1,1125,"t","strict_14_with_grace_period",120,0,0,0,40,0
"4302",671,3488436,"t",1,"within an hour",1,"t",5,"Guest suite","Private room",2,1,2,4,"Real Bed",35,2,1125,"f","moderate",75,0,0,0,34,0
"4303",788,4016079,"f",1,"within a few hours",1,"t",5,"Apartment","Entire home/apt",5,1,2,3,"Real Bed",100,1,1125,"t","moderate",146,0,0,0,60,0
"4304",3102,14627991,"f",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",49,2,365,"t","moderate",109,0,0,0,22,1
"4305",5987,23274254,"t",1,"within an hour",2,"t",2,"Guesthouse","Entire home/apt",3,1,1,1,"Real Bed",30,3,90,"f","moderate",165,0,0,0,51,0
"4306",6006,23371368,"f",1,"within a few hours",2,"t",4,"House","Entire home/apt",1,1,2,2,"Real Bed",200,28,62,"t","strict_14_with_grace_period",60,0,0,0,34,0
"4307",6285,24151151,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",3,1,1,2,"Real Bed",35,1,1125,"t","moderate",90,0,0,0,49,0
"4308",184,649243,"t",1,"within an hour",1,"t",1,"House","Private room",1,3,1,1,"Real Bed",10,3,21,"f","flexible",75,0,0,0,25,0
"4309",6649,25320101,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,2,1124,"t","moderate",155,0,0,0,19,0
"4310",7860,29761364,"f",0.98,"within an hour",8,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,2,29,"t","flexible",100,0,0,0,22,0
"4311",2955,14011625,"t",1,"within an hour",13,"t",2,"Guesthouse","Entire home/apt",2,1,0,2,"Real Bed",25,1,60,"t","moderate",63,0,0,0,28,0
"4312",8335,31759710,"t",1,"within an hour",2,"f",4,"House","Entire home/apt",2,1,1,1,"Real Bed",70,2,1125,"f","moderate",100,0,0,0,20,0
"4313",7201,27344904,"f",0.9,"within an hour",5,"f",2,"House","Private room",2,2,1,1,"Real Bed",0,2,1125,"t","flexible",195,0,0,0,51,0
"4314",7490,28392277,"t",1,"within an hour",2,"f",3,"Apartment","Private room",2,1,1,1,"Real Bed",60,1,1125,"t","moderate",150,1,0,0,47,3
"4315",2718,13437692,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",25,2,1125,"t","moderate",84,0,0,0,34,2
"4316",4425,19598979,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",1,1,1,1,"Real Bed",0,1,1125,"t","flexible",75,0,0,0,28,0
"4317",4594,20017682,"f",0.9,"within a day",1,"f",13,"House","Entire home/apt",10,3.5,5,8,"Real Bed",150,2,1125,"f","strict_14_with_grace_period",495,0,0,0,20,0
"4318",3632,16808477,"f",1,"within an hour",1,"t",4,"Townhouse","Entire home/apt",1,3.5,2,2,"Real Bed",25,2,30,"f","flexible",300,0,0,0,20,0
"4319",8377,31936746,"f",1,"within an hour",2,"t",4,"House","Private room",1,1.5,1,3,"Real Bed",25,1,1125,"f","strict_14_with_grace_period",61,0,1,0,15,0
"4320",5223,21536210,"t",1,"within an hour",4,"f",10,"House","Entire home/apt",6,1,3,3,"Real Bed",30,2,32,"t","moderate",200,0,1,0,28,0
"4321",8330,31718421,"f",1,"within an hour",3,"f",2,"House","Private room",4,1,1,1,"Real Bed",25,1,45,"t","moderate",63,0,0,0,40,0
"4322",1735,8524349,"t",1,"within an hour",6,"t",3,"Apartment","Entire home/apt",2,1,1,3,"Real Bed",80,2,1125,"f","strict_14_with_grace_period",80,0,0,0,32,0
"4323",664,3441450,"f",1,"within a few hours",1,"t",2,"Condominium","Entire home/apt",2,2,1,1,"Real Bed",150,6,1125,"f","strict_14_with_grace_period",195,1,0,0,30,4
"4324",6306,24207893,"t",1,"within an hour",2,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",75,5,1125,"t","strict_14_with_grace_period",90,0,0,0,46,0
"4325",2131,10904688,"t",1,"within an hour",1,"t",8,"House","Entire home/apt",5,2,4,5,"Real Bed",150,1,28,"f","moderate",178,0,0,0,26,0
"4326",2530,12929985,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",25,1,30,"t","moderate",68,0,0,0,33,0
"4327",2597,13099841,"f",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",20,1,10,"t","flexible",85,0,0,0,40,0
"4328",3164,14873431,"t",1,"within an hour",1,"t",2,"House","Private room",1,1,1,1,"Real Bed",10,1,1125,"t","flexible",80,0,0,0,27,0
"4329",5116,21322533,"f",0.67,"within a few hours",1,"f",8,"House","Entire home/apt",1,3,4,6,"Real Bed",499,2,1125,"f","strict_14_with_grace_period",329,0,0,0,50,0
"4330",2367,12170734,"t",1,"within an hour",1,"t",9,"House","Entire home/apt",1,1,4,6,"Real Bed",100,2,1125,"t","moderate",225,0,0,0,35,1
"4331",5273,21648063,"t",1,"within an hour",1,"f",2,"Apartment","Private room",1,1,1,1,"Real Bed",20,1,7,"f","moderate",55,0,0,0,45,0
"4332",836,4279876,"t",1,"within an hour",2,"t",4,"Apartment","Entire home/apt",2,1,2,2,"Real Bed",50,2,1125,"f","strict_14_with_grace_period",130,0,0,0,43,0
"4333",4814,20604731,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",4,1,2,2,"Real Bed",75,2,60,"t","moderate",175,0,0,0,27,0
"4334",146,475361,"f",1,"within a few hours",1,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",90,3,180,"t","moderate",87,0,0,1,19,0
"4335",7019,26717692,"t",1,"within an hour",1,"f",4,"Guesthouse","Entire home/apt",2,1,1,2,"Real Bed",10,1,14,"t","flexible",110,0,0,0,23,0
"4336",7407,28111328,"t",1,"within an hour",2,"f",4,"Townhouse","Entire home/apt",2,2,2,0,"Real Bed",70,2,14,"t","moderate",140,0,0,0,47,0
"4337",2850,13754018,"f",1,"within a day",1,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",10,1,1125,"f","flexible",60,0,0,0,17,0
"4338",8079,30593360,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",109,1,0,0,21,5
"4339",1543,7772661,"t",1,"within an hour",1,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",75,1,1124,"t","moderate",110,0,0,0,37,1
"4340",3975,18194024,"t",1,"within an hour",1,"t",2,"House","Private room",1,1,1,0,"Real Bed",30,1,15,"t","moderate",53,0,0,0,49,0
"4341",3122,14711760,"t",0.9,"within an hour",1,"t",6,"Apartment","Entire home/apt",3,1,2,3,"Real Bed",80,5,89,"t","moderate",118,0,0,0,23,0
"4342",5350,21797343,"f",1,"within an hour",123,"f",1,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",20,0,0,0,9,0
"4343",6916,26256304,"t",1,"within an hour",1,"f",6,"Condominium","Entire home/apt",1,2,2,3,"Real Bed",150,30,1125,"t","strict_14_with_grace_period",300,1,0,0,23,4
"4344",6923,26279366,"t",1,"within an hour",2,"t",6,"House","Entire home/apt",4,2,3,4,"Real Bed",109,2,14,"f","moderate",250,0,0,0,46,0
"4345",7524,28471944,"f",1,"within an hour",1,"f",2,"Condominium","Entire home/apt",1,1,0,1,"Real Bed",90,4,180,"t","moderate",99,1,0,0,39,5
"4346",5996,23312764,"t",1,"within an hour",4,"f",1,"House","Private room",1,3,1,1,"Real Bed",22,2,30,"f","flexible",33,0,0,0,31,0
"4347",294,1150519,"f",1,"within a few hours",1,"t",7,"House","Entire home/apt",4,1.5,3,5,"Real Bed",150,2,1125,"f","strict_14_with_grace_period",300,0,0,0,34,0
"4348",1959,9698472,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",80,2,1125,"t","moderate",79,0,0,0,38,0
"4349",1048,5524530,"t",1,"within a few hours",5,"t",8,"House","Entire home/apt",8,3,4,4,"Real Bed",120,1,14,"f","strict_14_with_grace_period",350,0,0,0,35,0
"4350",8417,32049480,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",109,1,0,0,21,5
"4351",7036,26783185,"f",0.99,"within an hour",81,"f",12,"House","Entire home/apt",12,3,5,7,"Real Bed",250,1,365,"t","super_strict_30",315,0,0,0,24,0
"4352",6470,24755619,"t",1,"within an hour",17,"f",4,"Serviced apartment","Entire home/apt",2,1,1,2,"Real Bed",62,1,14,"t","moderate",120,1,0,0,57,5
"4353",8344,31803808,"t",1,"within an hour",11,"f",4,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",65,1,1125,"t","strict_14_with_grace_period",86,1,0,0,14,6
"4354",2820,13661449,"t",1,"within an hour",1,"f",7,"Townhouse","Entire home/apt",6,2,3,4,"Real Bed",150,2,1125,"t","strict_14_with_grace_period",173,0,0,0,60,0
"4355",7728,29242808,"t",0.93,"within an hour",1,"f",7,"Other","Entire home/apt",2,1,0,3,"Real Bed",50,1,365,"f","strict_14_with_grace_period",165,1,0,0,23,3
"4356",1721,8431932,"f",0.84,"within a day",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",25,1,1125,"f","moderate",100,1,0,0,21,2
